contrast_id,pilot,axis,left,right,equal,unequal_axis,expected_difference,pending_certification,joint_manipulation,gamma_specific_verdict_allowed,claim_limit
P5.source.kappa1,P5,learning_and_training_resources,"{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}","{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa1,P5,memory,"{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}","{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa1,P5,response_and_planning_dynamics,"{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}","{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa1,P5,decision_compute,"{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}","{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa1,P5,action_space,"""same A/B requests and pilot-specific authorized targets""","""same A/B requests and pilot-specific authorized targets""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa1,P5,communication_width,"{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}","{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa1,P5,planning_horizon,1,1,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa1,P5,adapter,"""same task physical admission/execution adapter""","""same task physical admission/execution adapter""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa1,P5,training_data,"""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""","""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa1,P5,hyperparameter_search,"{""fixed_analytical_exception"": false, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 8}","{""fixed_analytical_exception"": false, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 8}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa1,P5,latency,0.0437115940003423,0.0437115940003423,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.acute_route.kappa2,P5,available_information,"{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}","{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P5.acute_route.kappa2,P5,restrictions_and_feasibility,"""same task final gate, permissions, operations and resources""","""same task final gate, permissions, operations and resources""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P5.acute_route.kappa2,P5,learning_and_training_resources,"{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}","{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P5.acute_route.kappa2,P5,memory,"{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}","{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P5.acute_route.kappa2,P5,response_and_planning_dynamics,"{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}","{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P5.acute_route.kappa2,P5,decision_compute,"{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}","{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P5.acute_route.kappa2,P5,action_space,"""same A/B requests and pilot-specific authorized targets""","""same A/B requests and pilot-specific authorized targets""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P5.acute_route.kappa2,P5,communication_width,"{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}","{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P5.acute_route.kappa2,P5,planning_horizon,1,1,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P5.acute_route.kappa2,P5,adapter,"""same task physical admission/execution adapter""","""same task physical admission/execution adapter""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P5.acute_route.kappa2,P5,training_data,"""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""","""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P5.acute_route.kappa2,P5,hyperparameter_search,"{""fixed_analytical_exception"": false, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 8}","{""fixed_analytical_exception"": false, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 8}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P5.acute_route.kappa2,P5,latency,0.0437115940003423,0.0437115940003423,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P5.source.kappa2,P5,available_information,"{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}","{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa2,P5,restrictions_and_feasibility,"""same task final gate, permissions, operations and resources""","""same task final gate, permissions, operations and resources""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa2,P5,learning_and_training_resources,"{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}","{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa2,P5,memory,"{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}","{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa2,P5,response_and_planning_dynamics,"{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}","{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa2,P5,decision_compute,"{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}","{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa2,P5,action_space,"""same A/B requests and pilot-specific authorized targets""","""same A/B requests and pilot-specific authorized targets""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa2,P5,communication_width,"{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}","{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa2,P5,planning_horizon,1,1,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa2,P5,adapter,"""same task physical admission/execution adapter""","""same task physical admission/execution adapter""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa2,P5,training_data,"""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""","""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa2,P5,hyperparameter_search,"{""fixed_analytical_exception"": false, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 8}","{""fixed_analytical_exception"": false, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 8}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P5.source.kappa2,P5,latency,0.0437115940003423,0.0437115940003423,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,source_operation_and_its_mediator_are_jointly_changed_not_a_selective_internal_route_lesion
P6.C1_vs_C0,P6,available_information,"{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}","{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C0,P6,restrictions_and_feasibility,"""same task final gate, permissions, operations and resources""","""same task final gate, permissions, operations and resources""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C0,P6,learning_and_training_resources,"{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}","{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C0,P6,memory,"{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}","{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C0,P6,response_and_planning_dynamics,"{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}","{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C0,P6,decision_compute,"{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}","{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C0,P6,action_space,"""same A/B requests and pilot-specific authorized targets""","""same A/B requests and pilot-specific authorized targets""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C0,P6,communication_width,"{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}","{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C0,P6,planning_horizon,1,1,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C0,P6,adapter,"""same task physical admission/execution adapter""","""same task physical admission/execution adapter""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C0,P6,training_data,"""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""","""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C0,P6,hyperparameter_search,"{""fixed_analytical_exception"": false, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 8}","{""fixed_analytical_exception"": false, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 8}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C0,P6,latency,0.0437115940003423,0.0437115940003423,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C2,P6,available_information,"{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}","{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C2,P6,restrictions_and_feasibility,"""same task final gate, permissions, operations and resources""","""same task final gate, permissions, operations and resources""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C2,P6,learning_and_training_resources,"{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}","{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C2,P6,memory,"{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}","{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C2,P6,response_and_planning_dynamics,"{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}","{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C2,P6,decision_compute,"{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}","{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C2,P6,action_space,"""same A/B requests and pilot-specific authorized targets""","""same A/B requests and pilot-specific authorized targets""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C2,P6,communication_width,"{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}","{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C2,P6,planning_horizon,1,1,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C2,P6,adapter,"""same task physical admission/execution adapter""","""same task physical admission/execution adapter""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C2,P6,training_data,"""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""","""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C2,P6,hyperparameter_search,"{""fixed_analytical_exception"": false, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 8}","{""fixed_analytical_exception"": false, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 8}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C2,P6,latency,0.0437115940003423,0.0437115940003423,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C3,P6,available_information,"{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}","{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C3,P6,restrictions_and_feasibility,"""same task final gate, permissions, operations and resources""","""same task final gate, permissions, operations and resources""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C3,P6,learning_and_training_resources,"{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}","{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C3,P6,memory,"{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}","{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C3,P6,response_and_planning_dynamics,"{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}","{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C3,P6,decision_compute,"{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}","{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C3,P6,action_space,"""same A/B requests and pilot-specific authorized targets""","""same A/B requests and pilot-specific authorized targets""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C3,P6,communication_width,"{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}","{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C3,P6,planning_horizon,1,1,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C3,P6,adapter,"""same task physical admission/execution adapter""","""same task physical admission/execution adapter""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C3,P6,training_data,"""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""","""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C3,P6,hyperparameter_search,"{""fixed_analytical_exception"": false, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 8}","{""fixed_analytical_exception"": false, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 8}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C3,P6,latency,0.0437115940003423,0.0437115940003423,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C4,P6,available_information,"{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}","{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C4,P6,restrictions_and_feasibility,"""same task final gate, permissions, operations and resources""","""same task final gate, permissions, operations and resources""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C4,P6,learning_and_training_resources,"{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}","{""history_hash"": ""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b"", ""operation_allowance"": 8388608, ""selection"": ""frozen finite configuration family""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C4,P6,memory,"{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}","{""raw_snapshots"": 1, ""reset"": ""each episode"", ""scalar_cap"": 4096}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C4,P6,response_and_planning_dynamics,"{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}","{""cadence"": ""one decision/epoch"", ""future_horizon"": 1, ""task_delay"": ""unchanged""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C4,P6,decision_compute,"{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}","{""certified"": false, ""operation_cap"": 8192, ""unit"": ""declared useful-operation proxy""}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C4,P6,action_space,"""same A/B requests and pilot-specific authorized targets""","""same A/B requests and pilot-specific authorized targets""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C4,P6,communication_width,"{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}","{""payload_schema"": ""canonical pilot typed route; source IDs retained"", ""slots"": 3}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C4,P6,planning_horizon,1,1,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C4,P6,adapter,"""same task physical admission/execution adapter""","""same task physical admission/execution adapter""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C4,P6,training_data,"""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""","""17a6c79f54a585f1520e8282264a9f137bc539e51089926741455716821e903b""",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C4,P6,hyperparameter_search,"{""fixed_analytical_exception"": false, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 8}","{""fixed_analytical_exception"": true, ""manifest_hash"": ""88b48e21583125f851e2b3f2dbffc82fb0b6aff0302dc4bc2d5121a7bdcf081d"", ""slots"": 1}",False,True,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C4,P6,latency,0.0437115940003423,0.0437115940003423,True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,False,False,pending_invariant_certification
P6.C1_vs_C5,P6,available_information,"{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}","{""hidden_future"": false, ""history"": ""complete task-provided public records"", ""public_context"": true, ""raw_cells"": [0, 1, 2]}",True,False,False,left:smallest_common_compute_certification;right:smallest_common_compute_certification,True,False,descriptive_capacity_frontier
